,Hotel Image,Hotel Name,Tipe Properti,City,Address,Hotel Rating,Min,Max,Lattitute,Longitude
1713,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/08/22/e3734123-6bb4-4841-b264-f8437a239eac-1661177195047-60b20a4e5510f4ff9312adac98839f41.jpg,Homestay Yaya,Vacation Home Privat,Tanjung Pandan Belitung,Desa Terong RT 06/ RW 02. Sijuk. Kabupaten Belitung. Kepulauan Bangka Belitung,Belum ada rating,244444,244444,-2.640787,107.646567
1714,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/07/29/a6610d08-3f4a-4119-b0eb-b24a1b4256ae-1659085513562-283918db8eacd8e1019ad036c2a2ad58.jpg,Homestay Sudesty One,Vacation Home Privat,Tanjung Pandan Belitung,Desa Terong RT 11/RW 03. Sijuk. Kabupaten Belitung. Kepulauan Bangka Belitung,Belum ada rating,244444,244444,-2.651718,107.641088
1715,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/e8029583-8bdc-4da5-9527-128e5c206e06-1604122533213-d69699c47d95b0bed06313e102504ea3.jpg,Hotel Marcopolo Lampung,Hotel,North Teluk Betung Bandar Lampung,Jl. Dr. Susilo No. 4 Bandar Lampung. Indonesia,3.5,325000,400000,-5.431586,105.264044
1716,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/06/11/23053ad3-f661-4285-a284-f7cfcb18017a-1654914917023-6e1177d87ab8532604d1e00521a46910.jpg,Rumah Kopi Syariah Hotel,Guest House,Rajabasa Bandar Lampung,Jl. Kopi Robusta No.7. Gedong Meneng. Kec. Rajabasa. Kota Bandar Lampung. Lampung,4.7,139000,149000,-5.374601,105.237303
1717,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/29/d88d043f-c8a9-4a07-b39c-4256f4dff4f7-1603906753961-debb002b0f88c929c77cca270996c414.jpg,Urban Style by Front One,Hotel,Pringsewu Tanggamus,jalan ahmad yani no.999 pringsewu lampung,4.1,215000,385000,-5.35665,104.983284
1718,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/9364d6d6-7ac1-458f-bb1f-a5ced91aca07-1615563991573-34165678479f1c73f04f8768edab4874.jpg,Grand kutilang syariah,Hotel,Central Tanjung Karang Bandar Lampung,Jl. Jend. Suprapto No.17. Palapa. Kec. Tj. Karang Pusat. Kota Bandar Lampung. Lampung,4.2,305000,370000,-5.419159,105.254666
1719,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/07/28/5670d294-f054-443f-b21c-47ffd36acb2d-1658983540722-afd9257b95fa63ffa4ba0cab256feab0.jpg,Urbanview Hotel Pondok Indah Pringsewu,Hotel,Pringsewu Tanggamus,Unnamed Road. Pringsewu Sel.. Kec. Pringsewu. Kabupaten Pringsewu. Lampung 35373. Indonesia,4.4,240500,327600,-5.360481,104.966639
1720,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/05/24/dd230d90-ebb2-478c-8387-c11122643f1f-1621838712799-e2cf0f124b3f584edfa957ea788e4f4d.jpg,GS Lampung Culture,Hotel,North Teluk Betung Bandar Lampung,Jl. Wolter Monginsidi No.71a. Pengajaran. Kec. Tlk. Betung Utara. Kota Bandar Lampung. Lampung 35214,4.3,400000,400000,-5.427894,105.251451
1721,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/09e1f1a6-dd1d-4587-a30f-40091427b965-1604121230743-2073af92b271851331fcf9d8a65daac8.jpg,RedDoorz near Kartini Mall Lampung,Hotel,Central Tanjung Karang Bandar Lampung,Jalan Jend Soeprapto No.65,3.6,248508,287235,-5.415729,105.255371
1722,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/a26f266e-812d-48be-81ee-26a33d9f30fb-1604122216887-1f1dbad2d543f99a0af06a40ba192ad6.jpg,Hotel Bandara Syariah Lampung,Hotel,Natar Lampung Selatan,Jl. Raya Natar. Km. 21 Candimas. Natar,4.1,272000,500000,-5.257587,105.183566
1723,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/12/21/16445a9a-36d7-4326-99dc-122b8128971c-1640066121488-f817e060077ba4639158fb61983527bb.jpg,Lima Residence Kedaton,Hotel,Kedaton Bandar Lampung,Jl Teuku Umar Gg Suci Kedaton Kec. Kedaton. Kota Bandar Lampung,4.2,225000,275000,-5.3832,105.260495
1724,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/08/03/ac1557f5-b114-43b5-a20a-670084596bb6-1659513699963-22e88b4b00174e2509d48eb43f4650e5.jpg,Urbanview Hotel Gatot Subroto Lampung,Hotel,Kedamaian Bandar Lampung,Jl. Gatot Subroto No.89. Tj. Gading. Kec. Kedamaian. Kota Bandar Lampung. Lampung 35128. Indonesia,4.4,131862,396630,-5.429914,105.275718
1725,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/07/27/1f16e264-5863-4bc2-b94b-decc5d3ef923-1658911539911-29fdcbbbf8099655baeeafd3adecec94.jpg,Urbanview Hotel Syariah Ratu Kuring Gisting,Hotel,Talang Padang Tanggamus,HPPQ+2WM. Banjarmanis. Gisting. Tanggamus Regency. Lampung. Indonesia,Belum ada rating,207000,565488,-5.415238,104.74031
1726,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/bb257cbc-a6a9-4ef3-8ab8-678b2baa0d4f-1615561988006-cc0fd4dc8cf1bdee05138cf571dd20b1.jpg,OYO 3365 Griya Nusantara Syariah,Hotel,Labuhan Ratu Bandar Lampung,Jl. Nusantara No.80. Labuhan Ratu. Kedaton. Bandar Lampung,3.7,130636,176667,-5.370745,105.25937
1727,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/ba69cdf1-6738-469f-a815-c38a99bebbb6-1615563102479-4453e6a371cd5026a26df9e88b8b6d3e.jpg,OYO 3839 Wisma Bambu Syariah,Hotel,Central Tanjung Karang Bandar Lampung,Jl. Durian II. Gg. Bambu No.71. RT003 Durian Payung. Tanjung Karang Pusat. Bandar Lampung,4.3,103523,173601,-5.421788,105.248478
1728,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/b5ee3c78-12d9-4c0f-83d8-e46be44242dd-1604151070722-bf62724214d2e80b81b116b997bbfad5.jpg,Omah Akas Syariah,Guest House,Kedamaian Bandar Lampung,Jl. Pulau Sebuku No.9. Tj. Baru. Kec. Sukabumi. Kota Bandar Lampung. Lampung 35122. Indonesia,3.9,219000,219000,-5.405611,105.278808
1729,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/05/10/d8384a47-3077-4d0b-a7ca-1553d745bece-1652171721938-a70f381e80f6b8454d80ab37fd5b3418.jpg,Wisma Amandari,Hotel,Kedamaian Bandar Lampung,Jl. Putri Balau  no.50. Kedmaian. Bandar Lampung. Lampung,3.9,211875,347475,-5.411845,105.280473
1730,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/07/22/577fc71f-d52c-47de-841d-2e76a53f1587-1626936920049-f0838971f3b6ccf1f59590d8ea2badc1.jpg,RedDoorz @ Jalan Patimura Lampung,Hotel,South Teluk Betung Bandar Lampung,Jl. Patimura No.40. Kupang Kota. Kec. Tlk. Betung Utara. Kota Bandar Lampung. Lampung 35224. Indonesia,3.8,165600,347256,-5.441325,105.265367
